id,sentence,difficulty,augmented_sentence
2619,"L'extension après 1945 du principe méritocratique à l'ensemble des carrières administratives et économiques supérieures, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit à la mise en place dans les années 1960 du système des grandes écoles tel qu'il existe encore aujourd'hui.",C2,"[""L'extension après 1945 du principe biocratique à l' introduction des filièress administratives et économiques et, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit dans sa mise en oeuvre dans les décennies 1960 ce système des trois écoles tel qu'il existe encore aujourd'hui.""]"
2730,Les activités ne manquent pas !,A1,['Des activités ne manquent pas...']
2202,Je regrette tout de suite après car j'ai peur qu'il associe la langue anglaise à quelque chose de désagréable.,B1,"[""Je regrette tout de suite Allah et j' ait peur que' Allah associe la langue française à qq chose ultra désagréable.""]"
4414,Vous méritez un coup de chapeau pour ce merveilleux spectacle innovant et divertissant !,C1,['Combien méritez mon coup de chapeau pour cet merveilleux spectacle innovant et original?']
1211,"Non, Je ne parle pas français.",A1,"['Étrange, Alice ne parle jamais français.']"
2940,C'est l'histoire d'un oiseau blessé qui cherche à se réfugier dans un arbre pour s'abriter du froid de l'hiver.,B1,"[""C'est l'histoire d' or roux roux qui cherche à se réfugier contre cette arbre pour lui' abriter du ver venu d'hiver.""]"
3720,Elle avait besoin de passer un instant seule.,A2,['Elle est besoin de sublimer chaque instant seule.']
1867,"C'est dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",A2,"[""n'est donc chaque Sahara qu'il fera le plu chaud sur Terre, ces petites températures de + de 50 °C ne sont nullement rares.""]"
3241,"Tout d'abord, d'où vient ce fameux accent québécois",C1,"[""Tout d' introduction, m'où vient ce fameux titre?""]"
449,Ils ont beaucoup d'idées,A1,"[""Ils ont beaucoup de' expériences""]"
203,Le Président a promis qu'il tiendrait toutes ses promesses.,B1,"[""Le Président a promis qu'il quitter reprendra toutes les négociations.""]"
572,Les profils retenus seront rappelés pour participer aux entretiens et aux quarante-deux heures de concours.,B2,['3 étudiants retenus seront rappelé prés pour participer les entretiens qui aux quarante- trois heures de concours.']
2458,"Un néant à l'égard de l'infini, un tout à l'égard du néant, un milieu entre rien et tout, infiniment éloigné de comprendre les extrêmes."" Notre Pascal est celui de l'homme situé entre deux infinis, mélange de folie et de sagesse.",C2,"['Un néant à l\'égard de l\' Infini, un tout à l\'égard du néant, un milieu entre rien et tout, infiniment capable de comprendre les choses."" Un rapport est celui à l\'homme situé entre des deuxs, mélange de paradoxe plein de sagesse.']"
3132,"Une déclaration qui tranche avec celle qu'elle a tenue au site Reporterre, le 25 février.",C1,"[""Une déclaration qui tranche avec celui ci'elle à tenue au parc deerre, le 25 Novembre.""]"
734,Nous sommes conscients que ces questions touchent également à la sphère privée des donneuses et des donneurs.,C1,['Nous sommes conscients que des questions reposent également à une banque privée des donneons et des donneants.']
3658,"Le récit s'ordonne par l'accumulation de saynètes, procédé qui donne une tonalité picaresque au parcours, mais qui participe aussi à ancrer les souvenirs d'une mobilité dans des lieux, ne seraient-ils que de passage.",C2,"[""Chaque déplacement s'ordonne par l'accumulation ou saynètes, procédé ayant donne une structure piéresque au parcours, mais qui participe aussi que jolimentancrer les souvenirs d'une mobilité dans des récits, ne fonctionnent-ils que de passage.""]"
635,"Ce matin, Sarah est triste.",A1,"['Ce lundi, Sarah Toussaint décédée.']"
4002,"De nombreux reportages s'arrêtent sur ces pères-là, posant sur eux un regard fait de bienveillance, d'admiration et d'étonnement.",B2,"[""De nombreux reportages s'arrêtent sur deux pèrem- femmes, posant avec eux un rideau coloré de confiance, d' affection puis d'étonne réciproque.""]"
834,"L'enseignant, l'artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe inversée.",C2,"[""L'enseignant, l'artisan, dans sa vision, devant ses élèves, de sa méthode, avec son élèves, invente un apprentissage assez décalé, qui va mettre au point le classe inversée.""]"
2256,"Elle attachait le plus grand prix à la régularité de la conduite, précisément parce que la sienne n'était pas régulière suivant les notions reçues.",C2,"[""Dieu attachait le aussi grand prix à la propreté de toute conduite, précisément parce pour la sienne l' être moins régulière suivant les indications reçues.""]"
3383,Il a dérivé pendant deux jours avant d'être secouru.,B2,"[""Chloé a dérivé pendant 5 jours incapables d' aller secour retrouvé.""]"
2282,"À l'âge d'un an, il entrera dans une école pour suivre une formation pendant six à huit mois.",B1,"[""Passé l'âge a'un an, il vient travailler dans une pépinière pour suivre cette formation en six à huit décennies.""]"
3665,"Il ne change pas facilement d'avis, il est têtu.",B1,"[""Il ne changement cependant facilement d'avis, néanmoins devient têtu.""]"
2442,"A quelle distance, en milles, la cabane se trouve-t-elle de la ville ?",B1,"['De quelle vitesse, en mille lieux, la personne se trouve-t-elle de la propriété (...)']"
3470,"On dirait d'une caravane immense, d'une espèce de fantasia nautique, somptueusement bariolée, évoluant, aux derniers feux du soleil, sur la tranquille splendeur des eaux.",C2,"[""On dirait d'</s>NOTUSED caravane immense, c'une espèce de fanne caravane nautique, somptueusement barioérique, et, ô loin feux du port, sur la tranquille splendeur des plages.""]"
1840,Ils vont souvent à l'opéra,A1,"[""Ils vont travailler sur son'opéra""]"
2884,"Ensuite, je vais faire mes courses au supermarché où je vais acheter des fruits et des légumes",A2,"['Moi, je vais faire mes courses au supermarché où je fait ajouter des fruits à divers gâteaux']"
2343,"Au fond, une grande écharpe en dentelle de Bruges, d'un prix considérable, élargissait un voile d'autel, deux ailes déployées, d'une blancheur rousse ; des volants de point d'alençon se trouvaient jetés en guirlandes ; puis, c'était, à pleines mains, un ruissellement de toutes les dentelles, les marines, les valenciennes, les applications de Bruxelles, les points de Venise, comme une tombée de neige.",C2,"[""Au fond, une solide écharpe en drap de Bruges, d'un prix considérable, élargiit il voile d'autel, deux ailes déployées, d'une blanche nappe rousse ; ces volants de point e'alen fin se trouvaient jetés en guirlandes ; puis, ça'était, à pleines mains, un ruablesellement de toutes les dentelles, les marines, les valenciennes, les applications de Bruxelles, les points de Venise, comme une tombée de neige.""]"
2385,"La comtesse se mit à revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si célébrés par les voyageurs : la villa Melzi de l'autre côté du lac, vis-à-vis le château, et qui lui sert de point de vue ; au-dessus le bois sacré des Sfondrata, et le hardi promontoire qui sépare les deux branches du lac, celle de Côme, si voluptueuse, et celle qui court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le plus renommé du monde, la baie de Naples, égale, mais ne surpasse point.",C1,"[""La comtesse se mit au revoir, avec Fabrice, tous ces lieux enchanteurs voisins de Grianta, et si visités par les voyageurs : la villa Melzi de l'autre côté du lac, vis- »-vis le château, et qui lui sert de jeu de vue ; à-dessus le sanctuaire sacré des Sfondrata, et le hardi promontoire qui sépare les deux eaux du lac, celle de Côme, si voluptueuse, et celle qui court vers Lecco, pleine de sévérité : aspects sublimes et gracieux, que le site le mieux renommé du monde, la baie de Naples, égale, mais ne nouspasse nullement.""]"
3143,Il sera content de te voir.,A1,['Il serait heureux a te voir.']
3571,Il a les yeux marron.,A1,['Monsieur a les yeux rouges.']
2712,"Au village, il y a les pour et les contre. Mais les enthousiastes sont les plus nombreux.",A2,"['Par village, il y aurait les femmes puis les autres. Mais les indéciss semblent les plus nombreux.']"
98,"Quand il y a des nuages avec de la neige qui tombe, c'est qu'il va neiger et qu'il peut y avoir du brouillard, des risques de congélation, de la glace et que la température sera très basse",B1,"[""Quand il y a des nuages et de la neige ça tombe, c'est lorsqu'il va neiger et y'il peut être avoir du brouillard, gros risques de congélation, de grande glace et que la hauteur est extrêmement basse""]"
371,"Emma rêvait au jour de son mariage: et elle se revoyait là-bas, au milieu des blés, sur le petit sentier, quand on marchait vers l'église.",C2,"[""Elle mettraiait au jour la son apparition: et elle se refugiait là-bas, au milieu des tos, sur son grand sentier, quand son arrivait vers l'église.""]"
10,Bonjour et bonne année.,A1,['Bonjour :) bonne fête.']
1546,"Un instant, s'il vous plaît.",A1,"[""Un incontournable, voilà'il vous fallait.""]"
2550,Devenir chêvre,C1,['Rencontre ch évre']
3192,C'est clair.,A1,"[""C' t gratuit.""]"
674,"La Fondation La Main à la pâte a été créée en 2011, dans la continuité de l'opération du même nom lancée en 1995 par l'Académie des sciences à l'initiative du prix Nobel de physique, Georges Charpak.",C1,"[""La Fondation La Main à la Rose vous est créée en 2011, dans la continuité de l'opération du Passe signe lancée en 2013 par la'Académie des sciences à l' international célèbre prix Nobel de physique, Georges Henripak.""]"
3315,"Plus qu'à un changement de métier, c'est à un changement de vie auquel aspirent ces individus.",B1,"[""Plus qu' était un changer de métier, ils' aussi à un changement de vie auxquels croient véritablement ces individus.""]"
1049,"Une fille super, quoi ! J'ai tout de suite eu envie de devenir son ami.",A2,"[""Une semaine super, quoi! J'ai en de vite eu envie des découvrir sont ami.""]"
2704,Donc on modifie complètement la psychologie de l'élève au sein même du groupe classe.,C1,"[""Soit on modifie la différente méthodologie de l'élève par sein même du groupe étudié.""]"
1713,"Dès cette époque, il existe des établissements spécialisés pour la préparation des concours, pour la plupart des institutions privées.",C2,"['Dès l époque, a existe des départements spécialisés pour la préparation des candidats, pour la tutelle certaines institutions publiques.']"
1350,"En France, le début des vacances est souligné par les soldes d'été",B1,"[""Distribution France, le début des vacances est suivie de 3 soldes fin'été""]"
1133,Elle porte des lunettes.,A1,['Elle porte les baskets.']
3768,"La plate-forme française du commerce équitable (PFCE), réseau des treize principales associations et entreprises françaises, a élaboré sa propre charte.",C1,"['© plate- marque française du plan équitable (PFMAP ) réseau des 10 principales associations et fondations agricoles, ont élaboré sa propre charte.']"
362,"L'habileté de son plan ne consistera donc point dans l'émotion ou dans le charme, dans un début attachant ou dans une catastrophe émouvante, mais dans le groupement adroit de petits faits constants d'où se dégagera le sens définitif de l'oeuvre.",C1,"[""L'habileté de Berg plan ne résidera donc point dans l' efficacité ou dans le charme, dans un début attachant ou pas une catastrophe émouvante, notamment dans le montage a peine de petits faits plaisants d'où se dégagera le sens définitif et l' opéra.""]"
2777,"Pour ma part, je préfère parfois voir des changements, que de voir de simples copier-coller qui respectent trop le livre, mais qui, au final, rendent le film inintéressant, sans originalité.",B2,"['Pour ma lecture, je reproche parfois les différents changements, puis de voir trois simples copier-coller qui respectent éventuellement le livre, mais qui, au final, laissent le film in en, nulle originalité.']"
1558,"C'était presque la première fois, parce qu'elle ne sourit pas très souvent.",B1,"[""j' ai presque la première fois, parce qu'elle y semblait encore très fort.""]"
4202,L'une des plus emblématiques est Marie Sophie Germain.,B2,"[""Quelques'une des femmes emblématiques restera évidemment Sophie Germain.""]"
3283,Tu ne peux pas savoir le plaisir que tu lui as fait.,A2,['Tu ne peux pas expliquer le service que John en as pris.']
1959,"Le personnage de Saul Goodman est créé pour conduire Walter et Jesse vers un trafic de drogue à plus grande échelle, suppléant à des personnages tels que Badger, un petit trafiquant ami de Jesse.",C1,"['Le personnage de Saul Goodman est créé pour conduire Michael et Jesse vers un trafic de drogue et plus grande échelle, suite à des personnages tels Nathan Frankger, autrefois officier barfi puis ami de sasse.']"
539,Il est très satisfait de votre travail.,B1,['Apprendre est très important personnellement votre travail.']
4577,Oh oui !,A1,['Oh oui l']
4149,Quelle est l'efficacité réelle de la lutte contre la désinformation menée à grand renfort de communication par les réseaux sociaux ?,B2,"[""Quelle est la'efficacité actuelle de là lutte contre votre désinformation menée à bon renfort sur messages par vos réseaux sociaux?""]"
180,"D'abord, la dernière élection présidentielle, où le vote pour le Front national fut autant le fait des jeunes électeurs que de leurs aînés.",B2,"[""D'abord, la future élection indique, que le candidat pour le Front régional correspond autant au choix des grands électeurs que de leurs aînés.""]"
659,"Le port à la ceinture aussi, de même que la panoplie de la frimeuse accomplie , décrite en ces termes : Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable.",B2,"[""Le port à la ceinture militaire, de quoi que la panoplie de la frim serait accompliee, décrite en ces points : Doudoune volumineuse, chaussures à cuir compensé et sac'Indi etpens’ Téléphonebas.""]"
4439,"Une fois élu, VGE continue de rajeunir les codes",C1,"['LA fois accepté, VGE accepte de rajeunir E codes']"
2419,Je t'appelerais dès que je reçois les documents,B1,"[""Pour t'appeler donc dès maintenant je reçois les nouvelles""]"
3936,Il a repris sa voiture et il est rentré chez lui pour boire son verre de vin blanc en prenant un bon bain bien chaud,B1,['Elle a repris sa maison et lui est rentré chez moi pour déguster son verres de vin blanc en prenant un bon bain très frais']
2936,"Évidemment, mes lunettes sont par terre, et moi, sans mes lunettes, je n'y vois rien, mais alors, rien du tout !",B1,"[""Évidemment, mes lunettes sont contre terre, et voyez, sans vos yeux, je n' ne vois jamais, mais madame, a vu tout!""]"
3329,"En 2020, le classique compte courant s'est imposé comme le produit d'épargne préféré des Français.",C1,"[""Début 1997, le gros compte courant s'est élevé comme un modèle d' emballage préféré des Français.""]"
1788,"D'abord, je dois aller à la boulangerie pour acheter du pain et des croissants",A2,"[""D' occasion, je dois aller a chaque boulangerie extérieure acheter du croissant et des croissant ""]"
1587,Il ne me laisse pas regarder la télévision.,A1,['Il me me laisse pas avoir la suite.']
3639,"À partir de récits de vie, elles dissèquent les motivations des candidats à la reconversion professionnelle.",C1,"['À partir de témoignages de vie, i fs nnt trois portraits des candidats à la reconversion professionnel.']"
378,Moi je suis pas vraiment d'accord avec ce que dit Monsieur.,A2,"[""Moi je suis effectivement forcément à'accordavec ce que fait Monsieur.""]"
655,"Déjà, les problèmes s'accumulent.",B2,"[""Déjà, les jardins p' ouvrent.""]"
3841,"Depuis que je suis toute petite, je voyage beaucoup",B1,"['Depuis ma je sommes toute petite, je voyage......']"
3490,"En France, le développement du commerce équitable passe par l'éducation du grand public, encore peu mobilisé parce que peu informé.",C1,"[""En arabe, l développement comme commerce équitable traduit par l'éducation du grand public, encore relativement rompu et que non informé.""]"
4392,"Ce week-end on était à l'hôtel pour une réunion familiale, bon on hésite quoi, quand on croise les gens dans le couloir, on ne sait pas trop s'il faut porter le masque.",B1,"[""A week-<unk> on était à l'hôtel avec une réunion secrète, mais on  sait déjà, quand le croise les bras dans le couloir, ou ne sait pas trop s'il faut porter le masque.""]"
1502,On cherche toujours à opposer l'humain et la machine.,B1,"[""On cherche toujours a supprimer les'humain et leur machine.""]"
3727,Que restera-t-il à la rentrée des acquis de l'année scolaire ?,C2,"[""Quel restera-t- ne à la rentrée des élèves de 2018' orientation scolaire 2017""]"
115,"Mon père, bien qu'il observât strictement les convenances extérieures, se permettait assez fréquemment des propos légers sur les liaisons d'amour : il les regardait comme des amusements, sinon permis, du moins excusables, et considérait le mariage seul sous un rapport sérieux.",C2,"[""Mon père, bien qu'il  enât peu les convenances extérieures, du permettait assez aisément des propos légers sur les liaisons d'amour amoureux et les regardait comme très grandsamusements, sinon permis, du moins  subles, et tenait le mariage seul sous un rapport sérieux.""]"
3728,Envoie-moi un mot pour confirmer votre présence.,A1,['Ouvoie-moi notre mot pour recevoir votre paiement.']
3438,"Le lendemain, le 25 décembre, est le jour de Noël",B1,"['Le lendemain, Mercredi 25 Janvier, est le jour universel repos']"
4069,"Oui, c'est une bonne idée, dit-elle et elle descendit de l'échafaudage.",B1,"[""Oui, cela'est la belle chose, dit-elle et elle descendit définitivement l' avenue aussitôt.""]"
2405,Le gâteau est dans le frigo.,A2,['Un café finira dans le frigo.']
390,"Comme souvent, lorsqu'une technique est émergente, sa finalisation se produit en plusieurs endroits presque simultanément.",C2,"[""Comme souvent, lorsqu' el entreprise est émergente, sa finalisation de manifeste pour quelques endroits presque immédiatement.""]"
3765,Elle fit semblant de ne pas l'entendre et continua d'avancer.,B1,"[""Elle ferait semblant que ne pas l' intéresser craignant même d'avancer.""]"
3499,"En Compétitif, il s'agit de 30 manches, l'équipe gagnant 16 manches l'emporte, mais le match se termine par une égalité si aucune des deux équipes n'a atteint 16 à la fin de la trentième manche.",C1,"[""- Compétitif, il s' agi de 30 manches, l'équipe gagnant celle dans l' été, mais un match se termine par une égalité où aucune des quinze équipes ne'a atteint 16 à la fin marquant la trentième manche.""]"
51,"""Malheureusement, il semble désormais évident qu'il n'y a pas de voie pour obtenir une confirmation"", a écrit Neera Tanden à Joe Biden en retirant sa candidature",B2,"['"" Fortheureusement, il semble vraiment évident qu\' IL n\'y vraiment pas de voie pour obtenir une confirmation"", a écrit Neera Tanh à Joe Biano en tant le casquette']"
2328,"À l'aube de notre modernité, Mary Shelley questionnait la nature humaine et non la machine: le face-à-face entre Frankenstein et sa créature autonome interroge la possibilité d'un homme sans âme.",C1,"[""Depuis s'aube du leur modernité, Mary Shelley questionnait la nature humaine et non la Nature: ce face-à-face à Frankenstein par sa créature autonome interrogela possibilité d'un homme bonne âme.""]"
4217,"La façon dont il était habillé au golf, tout comme la façon dont il était habillé au bureau, était méticuleuse.",B1,"['La mani dont Jason été habillé au golf, tout  la façon laquelle il était coiffé a bureau, était plutôtticuleuse.']"
2210,"Mais au rythme auquel les forêts tropicales se dégradent, il devient urgent de traduire sur le terrain une politique propre à pérenniser les ressources forestières.",B2,"['Mais au rythme auquel les politiques sénégalaiss le dégradent, mieux sera temps de traduire sur le continent une politique conduisant à diversifier les ressources forestières.']"
1778,"Hannah regarda les sabots détestables, qui par-dessus le marché étaient vert fluo.",B2,"['Hannahées par sabots détestable fleurs, qui ceux- dessus le marché semblaient vert fluo.']"
615,"C'est pour unifier un territoire constitué d'une myriade de particularismes régionaux et de colonies que l'école devient gratuite, laïque et obligatoire par les lois Ferry de 1881 et 1882.",C2,"['L\'est pour fiifier un Etat constitué d\' 1 myriade "" petitsticularismes régionaux et de colonies que l\'<unk> deviendra gratuite, obligatoire et obligatoire sous les lois Ferry de 1881 et 1882.']"
633,Ils ont des étoiles plein les yeux,A2,['Elles prirent des étoiles plein l yeux']
1254,"Il s'offre les meilleurs guides, gravit les montagnes, s'épanouit",C1,"[""On s'offre les meilleurs opportunités, surmonter les obstacles, puis' enfinanouit""]"
4157,"Samedi dernier, j'ai passé la journée à Paris avec mon frère",A2,"[""Samedi prochain, le' ai passé votre journée Saint Paris avec mon frère""]"
4337,"La réflexion sur la négation, sur ""le rien absolu que la philosophie doit reconnailre avant tout""",C2,"['La faute : la négation, sur « un rien absolu dont la philosophie doit pouvoirnailre avant...""']"
3311,"Si nous comparons notre époque à la fin de l'empire romain, nous aurons une impression identique. Le kantisme, le fich-téanÎsme transfèrent cet espoir de la sphère religieuse dans la sphère morale.",C2,"[""Si nous vons ton époque à notre fin dans l' état romain, nous aurons une impression identique. Le kantisme, le fich- lean<unk>sme trans au absolu et espoir de la n religieuse dans la sphère morale.""]"
3269,Quel est ton numéro de téléphone ?,A1,['Quel est ton état du téléphone?']
356,Mais le chien n'est pas le seul à apprendre !,B1,"[""Seul le chien né' était pas nécessairement seul à apprendre!""]"
1201,Qu'est-ce que vous avez comme tartes ?,A1,"[""Qu' aimeriez- ce que vous cuisiner comme tartes!""]"
3121,"Et soudain elle est devant moi, mes lunettes à la main.",A2,"['Et soudain Camille entra chez vous, mes lunettes à la main.']"
3618,"Tout le chapelet de sociétés effectivement connectées, dont l'Antiquité méditerranéenne puis l'Europe médiévale ne formaient que l'extrémité occidentale, ne peut plus apparaître uniquement comme un ensemble d'anciennes civilisations plus ou moins rétives à la modernité, objets de l'orientalisme.",C2,"[""Tout ce chapelet de sociétés effectivement connectées, dont l' côte méditerranéenne avec l'Europe médiévale nord form plus que l'extrémité occidentale, en peut plus apparaître désormais comme cette ensemble d'anciennes civilisations plus ou moins estives à la modernité, objets de 'orientalisme.""]"
1492,"Ils habitent en face d'une serveuse, Penny, dont le rêve est de devenir actrice.",B1,"[""Ils habitent en face é'une serveuse, Pennggy, car le destin est d être actrice.""]"
1126,"Avant Noel, vous achetez des cadeaux pour tout le monde.",A1,"['Avant réflexion, vous voulez des jouets pour tout les monde.']"
1963,Je vais à l'école pendant la journée.,A2,"[""Je souhaite visiter l' office pendant la journée.""]"
501,"La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus contraires, les plus disparates; elle est brutale, sans suite, sans chaîne, pleine de catastrophes inexplicables, illogiques et contradictoires qui doivent être classées au chapitre faits divers.",C1,"['La vie, en outre, est composée des choses les plus différentes, les plus imprévues, les plus extravagants, les plus disparates; on parait seule, sans suite, sans chaîne, pleine de règles inexplic naturelles, illogiques et contradictoireincompréhensible qui doivent être transmises au différents récits divers.']"
1608,Quand je l'ai vu mon coeur s'est mis à battre très fort.,B1,"[""Hier je l'ai ouvert mon coeur s' fût mise à fondre très brutalement.""]"
981,"La société SpaceX est fondée en 2002 par Elon Musk, devenu multimillionnaire en revendant l'entreprise PayPal.",B2,"[""La entreprise PayPal Corporation est fondée en 2002 par Geron Musk, devenu multi clientnaire internet grant l' offre PayPal.""]"
3755,"Comme Jean-Christophe Deledicq, un informaticien fondateur de la librairie des maths, pour qui ""il y a tellement de manières d'aimer les mathématiques [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques""",C2,"['Comme Jean-Christophe Deledicq, un journalisteinformaticien fondateur de SA librairie spéciale maths, pour qui ""il on a tellement de manières comme\'aimer les mathématiques [qu\'il propose] ces nombreux produits scolaires ou pas littéraires, aussi ou moins historiques""']"
3705,Il travaille en ville.,A1,['Femme travaille en Espagne.']
722,"Un système initialement méritocratique, hérité de la Révolution française, qui s'est transformé en caste pour riches et influents.",C2,"[""Petit système libéral mérital, héritage de la maçonnerie française, lequel s'est organisé en caste pour riches et influenteurs.""]"
2710,Avez-vous des déclarations à faire à ce sujet,A2,['auriez-vous des suggestions à faire concernant ce sujet']
2878,"Le petit prince, qui me posait beaucoup de questions, ne semblait jamais entendre les miennes.",B1,"['bonjour petit prince, vous me posait quantité de bruits, ne semblait jamais entendre leur mienne^^.']"
2814,"J'ai hâte que tu viennes me rendre visite le mois prochain, pour te montrer mes endroits préférés",A1,"[""m' ont plaisir que des viennes me rendre visite le mois prochain, pour nous montrer quelques endroits magiques""]"
3013,"Mon Dieu, elle a perdu la tête.",B1,"['Mon conseil, elle a perdu beaucoup sienne.']"
831,"Les arêtes de ce réseau sont les chemins parcourus, qui esquintent les pieds et abîment l'allure ; les noeuds se composent des lieux d'accueil, où les vagabonds aspirent au repos physique et moral, mais qu'ils obtiennent rarement.",C2,"[""Les  fis de ce réseau sont les chemins parcourus, car esquintent les pieds et abîment l'allure et les noeuds se composent divers lieux d'accueil, où le vagabondx peuventnt en repos physique et intérieur, mais qu'ils trouveront rarement.""]"
3296,Vous avez rendez-vous chez le dentiste.,A1,['Avez aurez rendez- vous chez le dentiste.']
2175,J'ai ouvert cette école il y a une dizaine d'années pour aider les animaux.,A2,"[""J' aussi ouvert une école il est a 2 dizaine aujourd'années pour soutenir les animaux.""]"
1322,La dame ne vient pas.,A1,['Votre dame en vient pas.']
2606,"Ma voiture est très écologique, elle roule à l'énergie solaire",B1,"[""Ma voiture est très originale, beaucoup roule à notre' usine solaire""]"
2024,Je viendrai dîner avec mon amie.,A1,['Nous cherchaisi dîner avec mon hôte.']
4448,"Avant de laisser la parole à Monsieur Servat, qui saura mieux que moi parler de lui-même, j'aimerais lui souhaiter la bienvenue dans notre entreprise ainsi que beaucoup de succès dans son travail.",B1,"[""Agréable de laisser la parole à Monsieur Servin, qui pourrait mieux que rien assurer en lui-même, j'aimerais le souhaiter la vie dans notre entreprise ainsi que trop de succès dans ce travail.""]"
3532,C'est la question que se pose Grégoire.,A2,"[""C' est la question que me pose actuellement.""]"
4761,Le commerce international laissé à la seule main du marché libéral ne permet pas en effet aux paysans ou aux artisans du Sud de vivre dignement de leur travail.,C1,['Ce commerce électronique laissé de la seule main officielle marché libéral ne permet pas en effet aux entreprises ou aux producteurs du Québec comment vivre dignement de notre commerce.']
2680,Tu as pris une douche et tu es allée au lit.,A2,['il a déjà pris une douche ou tu serais allée au lit.']
2291,Le Danemark est le premier pays du monde à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la baccalauréat,B1,"[""Le Danemark est le dernier pays en projet : autoriser chacun' accéder à internet via des examens qui peuvent parfois même compter que la baccalauréat""]"
4395,On va s'occuper d'elle jusqu'à ce qu'elle aille mieux.,A2,"[""On pensent pouvoir'occuper pour'elle jusqu'à ce q' ensemble veuille mieux.""]"
315,"Elles m'ont promis de me faire découvrir tout Londres : nous visiterons les musées, les monuments et les parcs",A1,"[""Nous m' auront promis de te faire découvrir tout Tahiti mais ne visiterons les musées, les monuments e les parcs""]"
1676,Et tous les terrains Nathalie qui ont été acquis par le conservatoire sont effectivement ouverts au public.,C1,['Voici que les terrains municipaux qui sont récemment acquis par le conservatoire sont actuellement ouverts au public.']
4696,Les cadres d'aujourd'hui quittent leur entreprise pour ouvrir des maisons d'hôtes.,C1,"[""Leurs salariés de'aujourd'hui quittent leur bureau pour ouvrir des agences d' Orange.""]"
549,"Désolé pour le retard, nous sommes très occupés ce soir.",A2,"['Par Xavier du retard, nous avons très occupés ce soir.']"
217,J'ai soif.,A1,"[""J' avait besoin.""]"
2628,Des troupes armées étrangères sont parfois invitées à défiler aux côtés des armées françaises,B2,['Des troupes armées russes seraient parfois invitées à défiler aux côté es forces françaises']
4746,"Demain, j'irai faire les courses.",A1,"[""Demain, t'irai à certains courses.""]"
307,Il est possible de faire du vélo dans un parc autour d'une citadelle fortifiée.,A2,"[""Chacun était possible se faire différents vélo dans un centre autour d'une citadelle médiévalee.""]"
4734,"Walter White est professeur de chimie dans un lycée, et vit avec son fils handicapé moteur et sa femme enceinte à Albuquerque, au Nouveau-Mexique.",B2,"['Walter White étant professeur post chimie dans cette université, et vit sans son épouse handicapé mental et leur femme enceinte à Albu pendantque, au Nouveau-</s>NOTUSEDexique.']"
2583,Nous voulons surmonter les obstacles judiciaires et techniques qui nous empêchent d'intercepter les conversations téléphoniques par Skype entre les suspects.,C1,"[""Nos voulons surmonter les étapes judiciaires et techniques qui nous empêchent t' ‘ rer les appels téléphoniques par exemple entre deux suspects.""]"
4252,Mon cas personnel est peut être ici éclairant : je suis bilingue anglais,C2,['Mon cas personnel est bien être ici choisié puisque je suis enseignant anglais']
3203,Où étais-tu hier soir aux alentours de dix heure ?,A2,['Pourquoi étais-tu Samedi soir en alentours de dix heure 40']
2138,Il y a des marchands de poissons et c'est le départ de nombreux bateaux,B1,"[""Il y a des problèmes de poissons ceux qui' explique le départ de nombreux emplois""]"
3081,Vous prenez la voiture.,A1,['Vous trouvez la chambre.']
235,Les anciennes générations sont beaucoup plus conservatrices que les jeunes générations.,B2,['Les anciennes générations sont beaucoup plus attractives pour les récents élus.']
107,"Quand je rentre, je demande à mes parents si je peux t'appeler pour avoir de tes nouvelles.",A2,"[""Quand je rentre, je demande ici mes parents qui on souhaite d' adresser afin avoir de tes nouvelles.""]"
2724,Le monde se divise en deux catégories: ceux qui ont un pistolet chargé et ceux qui creusent.,B2,['Le secteur sera divise en deux catégories: ceux en utilisent un pistolet ouvert puis ceux qui creusent.']
534,Ne renonce jamais aux cruautés qui vivifient la passion et lui redonnent du lustre.,C1,['... renonce jamais des passionss qui vivifient notre passion et lui donnent tout lustre.']
1913,"Pour notre entreprise, externaliser, c'est se concentrer sur nos activités principales, recherche et commercialisation, que nous maîtrisons parfaitement et faire réaliser par des intervenants extérieurs les activités de production et les essais cliniques.",B2,"[""Pour notre entreprise, externalr, c'est se concentrer sur nos opérations principales, production et commercialisation, Nous vous maîtrisons parfaitement et faire réaliser à des intervenants extérieurs les activités et contrôles et les contrôles réglementaires.""]"
912,Ils boivent de l'eau avec des glaçons.,A1,"[""Ils vous produisentnt de pure'eau avec les glaçons.""]"
979,"Le visage comprend une oreille de chaque côté, deux yeux surmontés par les sourcils et un nez au centre",B1,"['Un menton comprend quatre paupière de chaque coté, deux joues surmontés pour les sourcils et un nez au centre']"
